Año;Departamento;Municipio;Operadora;Campo;Contrato;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;Total;
2015;SUCRE;SAN PEDRO;PACIFIC STRATUS ENERGY;LA CRECIENTE D;LA CRECIENTE;5,225806452;2,857142857;0;0;0;0;0;0,032258065;0;0;0;0;8,115207373;
2014;SUCRE;SAN PEDRO;PACIFIC STRATUS ENERGY;LA CRECIENTE I;LA CRECIENTE;0;0;0;14,73333333;4,064516129;0;0;0;0,1;2,161290323;1,03;0;22,08913978;
2015;SUCRE;SAN PEDRO;PACIFIC STRATUS ENERGY;LA CRECIENTE I;LA CRECIENTE;0,225806452;0;0;0;0;0;0;0;0;0;0;0;0,225806452;
2016; SUCRE ; SAN PEDRO ; PACIFIC STRATUS ENERGY COLOMBIA CORP ; LA CRECIENTE I ; LA CRECIENTE ;0;0;0;0;0;0;0;0,225806452;6,1;3,419354839;2,066666667;1,612903226;13,42473118;
2017;SUCRE;SAN PEDRO;PACIFIC STRATUS ENERGY COLOMBIA CORP;LA CRECIENTE I;LA CRECIENTE;1,64516129;0,464285714;0;0;0;0;0;0;0;0;0;0;2,109447005;
2019;CASANARE;PAZ DE ARIPORO;GEOPARK COLOMBIA S.A.S.;LA CUERVA;CUERVA ESTE;0;0;0;1,22;0;0;0;0;0;0;0;0;1,22;
2019;CASANARE;PAZ DE ARIPORO;PERENCO OIL AND GAS COLOMBIA LIMITED.;LA CUERVA;CUERVA ESTE;0;0;0;0;0;0;0,12;0;0;0;0;0;0,12;
2019;CASANARE;PAZ DE ARIPORO;GEOPARK COLOMBIA S.A.S.;LA CUERVA;CUERVA NORESTE;26,53;28,66;27,73;28,13;29,68;23,99;0;0;0;0;0;0;164,72;
2019;CASANARE;PAZ DE ARIPORO;PERENCO OIL AND GAS COLOMBIA LIMITED.;LA CUERVA;CUERVA NORESTE;0;0;0;0;0;0;24,96;29,02;24,34;24,68;22,08;21,49;146,57;
2019;CASANARE;PAZ DE ARIPORO;GEOPARK COLOMBIA S.A.S.;LA CUERVA;CUERVA OESTE;359,82;359,3;237,08;250,75;269,4;264,27;0;0;0;0;0;0;1740,62;
2019;CASANARE;PAZ DE ARIPORO;PERENCO OIL AND GAS COLOMBIA LIMITED.;LA CUERVA;CUERVA OESTE;0;0;0;0;0;0;243,2;279,2;250,51;270,68;299,36;393,46;1736,41;
2019;CASANARE;PAZ DE ARIPORO;GEOPARK COLOMBIA S.A.S.;LA CUERVA;CUERVA SUR;147,34;143,46;140,63;161,96;152,12;147,75;0;0;0;0;0;0;893,26;
2019;CASANARE;PAZ DE ARIPORO;PERENCO OIL AND GAS COLOMBIA LIMITED.;LA CUERVA;CUERVA SUR;0;0;0;0;0;0;132,29;151,61;145,08;149,76;149,23;144,84;872,81;
2013;CASANARE;SAN LUIS DE PALENQUE;PERENCO COLOMBIA LIMITED;LA FLORA;CASANARE;330,6774194;261,2857143;370,8387097;399,3333333;0;0;0;31;382,2333333;416,2903226;395,8333333;403,6451613;2991,137327;
2014;CASANARE;SAN LUIS DE PALENQUE;PERENCO COLOMBIA LIMITED;LA FLORA;CASANARE;448,3225806;481,9285714;638,0322581;666,0333333;657,7741935;612,5;527,6774194;620,1935484;616,4333333;555,3548387;567,3;555,42;6946,970077;
2015;CASANARE;SAN LUIS DE PALENQUE;PERENCO COLOMBIA LIMITED;LA FLORA;CASANARE;541,5806452;523,5;491,0645161;485,3333333;499,4516129;504,4666667;486,8064516;488,0967742;480,4666667;493,6129032;499,1333333;484,516129;5978,029032;
2016; CASANARE ; SAN LUIS DE PALENQUE ; PERENCO COLOMBIA LIMITED ; LA FLORA ; CASANARE ;492,1935484;459,862069;344,7419355;285,8666667;286,0322581;364,1333333;360,0645161;384,2580645;443,5;436,0322581;432,2333333;439,516129;4728,434112;
2017;CASANARE;SAN LUIS DE PALENQUE;PERENCO COLOMBIA LIMITED;LA FLORA;CASANARE;435,1290323;438,5714286;409,516129;363,7;393,2580645;380,3666667;415,5796774;418,9774194;421,307;385,8887097;393,6443333;395,0303226;4850,968783;
2018;CASANARE;SAN LUIS DE PALENQUE;PERENCO COLOMBIA LIMITED;LA FLORA;CASANARE;388,566129;388,9039286;386,6564516;366,5206667;373,8209677;353,0493333;354,3467742;358,2451613;354,7303333;334,89;355,608;353,22;4368,557746;
2020;CASANARE;SAN LUIS DE PALENQUE;PERENCO COLOMBIA LIMITED;LA FLORA;CASANARE;273,22;263,69;260,91;255,33;263,74;244,13;277,84;260,91;267,67;259,07;251,5;270,54;3148,55;
2021;CASANARE;SAN LUIS DE PALENQUE;PERENCO COLOMBIA LIMITED;LA FLORA;CASANARE;266,01;260,95;264,92;256,14;264,5;263,21;263,26;243,05;217,91;270,62;235,89;228,93;3035,39;
2022;CASANARE;SAN LUIS DE PALENQUE;PERENCO COLOMBIA LIMITED;LA FLORA;CASANARE;247,16;224,05;218,2;217,91;204,2;211,28;209,65;208,57;204,43;211,57;215,81;216,24;2589,07;
2023;CASANARE;SAN LUIS DE PALENQUE;PERENCO COLOMBIA LIMITED;LA FLORA;CASANARE;210,61;233,65;249,42;3,95;174,46;192,26;202,41;201,16;194,75;196,87;201,77;196,24;2257,55;
2013;CASANARE;AGUAZUL;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;1529,77;1854,46;1437,06;1515,4;1562,68;1504,77;1464,84;1370,48;1300,17;1168,84;806,1;1137,87;16652,44;
2013;CASANARE;MANI;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;909,39;514,32;852,45;744,1;707,13;679,6;1523,65;1401,52;1205;2017,1;1980,37;1825;14359,63;
2014;CASANARE;AGUAZUL;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;1237,548387;1183,035714;1031,225806;1031,566667;852,2258065;1264,333333;1799,290323;1333,967742;1316,533333;971,1290323;986,97;2120,23;15128,05614;
2014;CASANARE;MANI;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;1577,354839;1347,071429;1668,16129;1272,666667;1155,322581;635,0666667;734,5483871;583,3548387;577,3;404,0645161;453,13;506,13;10914,17121;
2015;CASANARE;AGUAZUL;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;1642,354839;1550,785714;1339,677419;1156,666667;1321,387097;1026,666667;995,1290323;921,1935484;919,7333333;804,5483871;730,7666667;707,9032258;13116,8126;
2015;CASANARE;MANI;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;454,0645161;428,7857143;250,7096774;269,8333333;138,2903226;380;329,8064516;314,1935484;307,4;248,9354839;233,1333333;232,3225806;3587,474962;
2016; CASANARE ; AGUAZUL ; PERENCO COLOMBIA LIMITED ; LA GLORIA ; CASANARE ;689,9032258;485,137931;436,1290323;418,9666667;411,1935484;406,2666667;404;400,5483871;394,1333333;391,4193548;350,8333333;239,483871;5028,01535;
2016; CASANARE ; MANI ; PERENCO COLOMBIA LIMITED ; LA GLORIA ; CASANARE ;223,9354839;211,2758621;208,5483871;212,4666667;211,9354839;210,9333333;214,3225806;208,8064516;208,9333333;220;223,1333333;257,7096774;2612,000593;
2017;CASANARE;AGUAZUL;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;208,6129032;205,7857143;216,3548387;214,7333333;212,8387097;201,9666667;184,7877419;187,4945161;195,3056667;177,463871;302,2493333;632,9912903;2940,584585;
2017;CASANARE;MANI;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;266,516129;282,6071429;316,7741935;310,5;322,516129;292,5666667;278,3148387;283,3032258;308,594;309,8087097;319,5016667;293,7645161;3584,767218;
2018;CASANARE;AGUAZUL;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;640,4480645;609,6617857;745,2806452;627,0763333;485,3783871;475,702;485,6722581;528,483871;600,281;539,9816129;418,0073333;415,4493548;6571,422646;
2018;CASANARE;MANI;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;304,9541935;298,555;273,14;264,188;266,3254839;273,876;269,77;135,8816129;11,66933333;25,39387097;239,882;265,8041935;2629,439688;
2020;CASANARE;AGUAZUL;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;334,18;389,05;366,05;292,71;229,23;241,01;237,99;233,79;235,29;239,19;241,27;250,89;3290,65;
2020;CASANARE;MANI;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;268,46;260,07;260,7;260,65;249,84;257,6;266,88;261,64;266,15;264,85;257,25;255,46;3129,55;
2021;CASANARE;AGUAZUL;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;356,23;380,63;362,8;368,27;332,46;366,7;361,01;359,65;352,58;347,07;340,88;335,83;4264,11;
2021;CASANARE;MANI;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;253,58;257,25;230,83;243,93;37,33;0;0;0;0;153,53;282,75;265,36;1724,56;
2022;CASANARE;AGUAZUL;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;340,31;330,84;330,73;332,86;212,81;185,92;161,89;200,06;201,53;193,88;175,32;488,28;3154,43;
2022;CASANARE;MANI;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;269,76;262,6;264,4;281;279,89;273,06;265,19;281,88;266,11;267,8;268,28;257,49;3237,46;
2023;CASANARE;AGUAZUL;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;544,3;490,5;491,9;480,44;446,47;411,41;361,44;290,34;296,7;317,79;316,78;317,27;4765,34;
2023;CASANARE;MANI;PERENCO COLOMBIA LIMITED;LA GLORIA;CASANARE;242,07;225,63;224,17;210,8;190,84;136,64;3,04;0;0;0;0;0;1233,19;
2013;CASANARE;YOPAL;PERENCO COLOMBIA LIMITED;LA GLORIA NORTE;CASANARE;267,9032258;228,9642857;314,0322581;308,5333333;273;317,5;299,3548387;270,483871;751,5333333;1485,548387;1919,433333;1959,935484;8396,22235;
2014;CASANARE;YOPAL;PERENCO COLOMBIA LIMITED;LA GLORIA NORTE;CASANARE;1946,645161;2096,285714;2168,709677;2199,933333;2164,645161;2210,766667;2188,935484;2051,354839;1921,866667;1833,096774;1836,47;1763,35;24382,05948;
2015;CASANARE;YOPAL;PERENCO COLOMBIA LIMITED;LA GLORIA NORTE;CASANARE;1737,064516;1704,642857;1641,096774;1605;1610,612903;1552,366667;1526,032258;1496,387097;1468,133333;1437,580645;1358,066667;1257,709677;18394,69339;
2016; CASANARE ; YOPAL ; PERENCO COLOMBIA LIMITED ; LA GLORIA NORTE ; CASANARE ;1192,580645;1119,827586;1075,83871;979,9666667;908;885,3333333;844,6451613;857,3870968;866;843,6129032;801,0666667;798,8064516;11173,06522;
2017;CASANARE;YOPAL;PERENCO COLOMBIA LIMITED;LA GLORIA NORTE;CASANARE;813,4193548;783,6071429;749,516129;729,9666667;688,0967742;661,8;636,0106452;633,5164516;591,66;566,0074194;551,0613333;558,6667742;7963,328691;
2018;CASANARE;YOPAL;PERENCO COLOMBIA LIMITED;LA GLORIA NORTE;CASANARE;556,8335484;519,4771429;513,2667742;187,9173333;665,523871;834,7503333;766,6535484;612,6016129;653,9726667;718,8112903;662,218;630,9432258;7322,969347;
2020;CASANARE;YOPAL;PERENCO COLOMBIA LIMITED;LA GLORIA NORTE;CASANARE;424,41;471,54;415,21;371,42;364,97;380,04;431,31;460,52;437,55;449,7;422,57;431,79;5061,03;
2021;CASANARE;YOPAL;PERENCO COLOMBIA LIMITED;LA GLORIA NORTE;CASANARE;209,52;103,75;112,19;126,11;115,7;123,77;113,08;122,94;119,63;92,02;127,42;127,97;1494,1;
2022;CASANARE;YOPAL;PERENCO COLOMBIA LIMITED;LA GLORIA NORTE;CASANARE;135,84;134;137,67;96,91;84,54;89,04;97,89;107,59;117,53;119,52;106,79;0;1227,32;
2023;CASANARE;YOPAL;PERENCO COLOMBIA LIMITED;LA GLORIA NORTE;CASANARE;0;0;0;0;0;0;0;0;0;0;0;9,87;9,87;
2013;CASANARE;SAN LUIS DE PALENQUE;PAREX RESOURCES COLOMBIA;LA GUIRA;LOS OCARROS;0;0;0;0;0;0;0;0;0;1,967741935;22,63333333;0;24,60107527;
2014;CASANARE;SAN LUIS DE PALENQUE;PAREX RESOURCES COLOMBIA LTD;LA GUIRA;LOS OCARROS;0;11,46428571;0;0;0;0;0;0;0;0;0;0;11,46428571;
2013;HUILA;TESALIA;HOCOL S.A.;LA HOCHA;RIO PAEZ;1519,741935;1417,928571;1556,483871;1666,4;1754,193548;1669,733333;1461,354839;1504,741935;1604,4;1692,225806;1598,366667;1461,548387;18907,11889;
2014;HUILA;TESALIA;HOCOL S.A.;LA HOCHA;RIO PAEZ;1509,580645;1444,321429;1404,645161;1371,266667;1372,322581;1283,566667;1367,870968;1398,193548;1232,866667;1253;1178,8;1214,48;16030,91433;
2015;HUILA;TESALIA;HOCOL S.A.;LA HOCHA;RIO PAEZ;1252,451613;1125,5;977,1612903;984,8;1085,774194;1080,766667;1240,16129;1109,419355;1064,533333;1016,645161;1101,466667;1256,032258;13294,71183;
2016; HUILA ; TESALIA ; HOCOL S.A. ; LA HOCHA ; RIO PAEZ ;981,9677419;899,4482759;808,1935484;780,8333333;963,6451613;966,1;1038,774194;1104,548387;1040,333333;969,0322581;843,8666667;948,1290323;11344,87193;
2017;HUILA;TESALIA;HOCOL S.A.;LA HOCHA;RIO PAEZ;910,2903226;1022,607143;906,1935484;942,1333333;999,9677419;913,6333333;949,5483871;1063,322581;730,1;679,8709677;924,5;926,3548387;10968,5222;
2018;HUILA;TESALIA;HOCOL S.A.;LA HOCHA;RIO PAEZ;871,8064516;889,2857143;852,7419355;798,4333333;812,5806452;775,4333333;733,7419355;772,4074194;771,7666667;726,5009677;677,6053333;685,4067742;9367,71051;
2020;HUILA;TESALIA;HOCOL S.A.;LA HOCHA;RIO PAEZ;926,93;987,9;984,98;933,07;941,73;980,35;949,62;940,33;975,5;1059,1;1077,82;1040,62;11797,95;
2021;HUILA;TESALIA;HOCOL S.A.;LA HOCHA;RIO PAEZ;1046,64;1031,75;996,26;894,95;888,09;914,15;981,3;1169,04;1143,97;1045,62;1070,18;1028,06;12210,01;
2022;HUILA;TESALIA;HOCOL S.A.;LA HOCHA;RIO PAEZ;1000,45;919,67;925,69;901,46;790,9;809,05;946,97;932,34;908,39;896,42;942,46;911,71;10885,51;
2023;HUILA;TESALIA;HOCOL S.A.;LA HOCHA;RIO PAEZ;903,73;908,26;922,21;842,56;872,77;906,49;856,46;823,1;798,72;868,08;877,69;793,37;10373,44;
2013;HUILA;NEIVA;ECOPETROL S.A.;LA JAGUA;CAMPOS TELLO Y LA JAGUA;48,93548387;50,03571429;52,16129032;54,83333333;49,32258065;48,13333333;48,93548387;44,96774194;45,86666667;42,83870968;40,46666667;43,67741935;570,174424;
2014;HUILA;NEIVA;ECOPETROL ALTO MAGDALENA;LA JAGUA;CAMPOS TELLO Y LA JAGUA;42,32258065;46,35714286;46,06451613;43,73333333;48,48387097;48,66666667;15,41935484;19,74193548;0;0;0;0;310,7894009;
2015;HUILA;NEIVA;ECOPETROL;LA JAGUA;CAMPOS TELLO Y LA JAGUA;0;38,42857143;50,22580645;50,6;55,80645161;55,83333333;53,61290323;53,48387097;53,3;56,5483871;51,93333333;50,74193548;570,5145929;
2016; HUILA ; NEIVA ; ECOPETROL ; LA JAGUA ; CAMPOS TELLO Y LA JAGUA ;51;50,4137931;48;48,76666667;53,32258065;49,06666667;48,19354839;50,70967742;51,4;52,12903226;52,83333333;54,32258065;610,1578791;
2017;HUILA;NEIVA;ECOPETROL S.A.;LA JAGUA;CAMPOS TELLO Y LA JAGUA;54,12903226;52,53571429;50,48387097;55,36666667;48,87096774;52,64433333;54,27032258;52,36903226;54,82166667;51,72064516;54,44333333;51,98903226;633,6446175;
2018;HUILA;NEIVA;ECOPETROL S.A.;LA JAGUA;CAMPOS TELLO Y LA JAGUA;55,01129032;52,77;50,97548387;53,94033333;59,70322581;54,73733333;57,49483871;54,85354839;56,96233333;48,14709677;48,98566667;53,19483871;646,7759892;
2020;HUILA;NEIVA;ECOPETROL S.A.;LA JAGUA;CAMPOS TELLO Y LA JAGUA;55,8;54,08;52,86;49,74;49;54,78;49,38;48,99;48,55;49,26;48,57;48,35;609,36;
2021;HUILA;NEIVA;ECOPETROL S.A.;LA JAGUA;CAMPOS TELLO Y LA JAGUA;50,26;49,79;49,62;49,58;43,36;50,5;49,93;49,61;45,07;21,61;50,58;51,13;561,04;
2022;HUILA;NEIVA;ECOPETROL S.A.;LA JAGUA;CAMPOS TELLO Y LA JAGUA;49,91;51,29;50,51;50,59;49,5;49,23;48,88;48,7;48,68;47,64;48,71;48,57;592,21;
2023;HUILA;NEIVA;ECOPETROL S.A.;LA JAGUA;CAMPOS TELLO Y LA JAGUA;48,71;44,7;49,62;47,84;46,44;40,61;49,63;48,9;48,76;48,48;49,17;48,26;571,12;
2019;SANTANDER;RIONEGRO;GRAN TIERRA ENERGY COLOMBIA LTD;LA PALOMA;COLON;204,88;183,64;162,68;172,34;163,91;142,94;149,99;139,86;138,3;138,7;139,12;170,3;1906,66;
2019;SANTANDER;RIONEGRO;GRAN TIERRA ENERGY COLOMBIA LTD;LA PALOMA;JUGLAR;344,61;321,05;291,67;299,32;281,66;274,59;168,53;242,47;279;258,78;201,9;249,64;3213,22;
2018;META;PUERTO GAITAN;TECPETROL COLOMBIA SAS;LA PLUMA;CPO 13;110,1522581;0;0;0;0;0;0;0;0;0;0;0;110,1522581;
2020;META;PUERTO GAITAN;TECPETROL COLOMBIA SAS;La Pluma;CPO 13;224,46;226,42;77,32;0;0;0;0;0;0;0;0;0;528,2;
2022;META;PUERTO GAITAN;TECPETROL COLOMBIA SAS;La Pluma;CPO 13;0;0;0;0;0;0;0;0;0;260,94;182,83;152,43;596,2;
2023;META;PUERTO GAITAN;TECPETROL COLOMBIA SAS;La Pluma;CPO 13;75,76;0;0;0;0;0;0;0;0;0;0;0;75,76;
2013;CASANARE;MANI;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S;LA PUNTA;LA PUNTA;1709,06;1640,61;1523,23;1468,97;1399,42;1057,4;1003,419355;1055,129032;1056,7;1098,387097;1046,633333;900,0645161;14959,02333;
2014;CASANARE;MANI;ECOPETROL D. SUR;LA PUNTA;LA PUNTA;0;0;0;0;493,5483871;644,4666667;681,2903226;696,6774194;694,9;671,7741935;653,23;642,74;5178,626989;
2015;CASANARE;MANI;ECOPETROL;LA PUNTA;LA PUNTA - CDND/I;643,483871;655,5;658,8064516;665,1333333;583,7419355;565,0333333;568,7419355;566,5806452;132,8333333;0;0;0;5039,854839;
2016; CASANARE ; MANI ; ECOPETROL ; LA PUNTA ; LA PUNTA - CDND/I ;0;0;168,3225806;415,3666667;430,483871;443,1333333;459,9354839;486,0645161;514,8333333;418,6774194;386,4666667;395,516129;4118,8;
2017;CASANARE;MANI;ECOPETROL S.A.;LA PUNTA;LA PUNTA;396,8387097;423,6785714;428;472,2;509,0903226;507,04;0;0;0;0;0;0;2736,847604;
2017;CASANARE;MANI;HOCOL S.A.;LA PUNTA;LA PUNTA;0;0;0;0;0;0;507,5806452;497,1290323;484,5333333;494,5806452;494,9;498,8387097;2977,562366;
2018;CASANARE;MANI;ECOPETROL S.A.;LA PUNTA;LA PUNTA;480,3870968;472,75;467,1612903;454,4;423,4516129;418,1;0;0;0;0;0;0;2716,25;
2018;CASANARE;MANI;HOCOL S.A.;LA PUNTA;LA PUNTA;0;0;0;0;0;0;411,5719355;396,5893548;387,9;376,0645161;368,4333333;356,5483871;2297,107527;
2019;CASANARE;MANI;HOCOL S.A.;LA PUNTA;LA PUNTA;338,97;338,54;302,65;327,6;323,06;306,3;299,81;306,13;302,3;237,42;689,67;650,81;4423,26;
2019;CASANARE;OROCUE;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.;LA PUNTA;JUAPE;81,48;81,5;78,29;75,4;83,81;83,87;89,65;130,84;121,73;124,61;118,93;104,29;1174,4;
2019;CASANARE;OROCUE;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.;LA PUNTA;SANTO DOMINGO;130,35;129,96;123,35;120,7;119,16;118,8;126,8;190,19;210,77;245,03;284,77;327,77;2127,65;
2019;CASANARE;OROCUE;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.;LA PUNTA;SANTO DOMINGO NORTE;457,87;438,75;434,42;424,17;395,68;394,93;300,26;0;0;0;0;0;2846,08;
2020;CASANARE;MANI;HOCOL S.A.;LA PUNTA;LA PUNTA;668,71;757,62;860,81;816,37;0;0;0;49,87;752,17;717,19;649,27;630,1;5902,11;
2021;CASANARE;MANI;HOCOL S.A.;LA PUNTA;LA PUNTA;591,39;510,75;459,16;407;364,87;327,73;295,74;262,9;243,07;225;212,47;197,65;4097,73;
2022;CASANARE;MANI;HOCOL S.A.;LA PUNTA;LA PUNTA;185,68;173,25;155,13;147,57;139,35;130,97;121,84;114,45;109;104,39;101,13;98,13;1580,89;
2023;CASANARE;MANI;HOCOL S.A.;LA PUNTA;LA PUNTA;92,1;85,14;83,77;78,43;67,35;60,53;67,26;68,77;69,7;69,39;67,6;67,68;877,72;
2013;META;VILLAVICENCIO;ECOPETROL S.A.;LA REFORMA;APIAY;0;0;0;0;0;0;0;0;0;0;39,33333333;30,87096774;70,20430108;
2014;META;VILLAVICENCIO;ECOPETROL;LA REFORMA;APIAY;24,67741935;118,6785714;107,9354839;54,96666667;27,32258065;0;24,70967742;59,51612903;39,36666667;26,51612903;6,07;0;489,7593241;
2020;META;VILLAVICENCIO;ECOPETROL S.A.;LA REFORMA;APIAY;0;0;0;10,04;52,88;166,95;0;7,07;0;0;0;0;236,94;
2021;META;VILLAVICENCIO;ECOPETROL S.A.;LA REFORMA;APIAY;0;0;0;0;6,38;36,8;0;0;0;0;29,42;66,28;138,88;
2022;META;VILLAVICENCIO;ECOPETROL S.A.;LA REFORMA;APIAY;74,39;73,92;62,07;63,51;41,6;0;0;56,1;50,8;32,44;4,44;19,26;478,53;
2023;META;VILLAVICENCIO;ECOPETROL S.A.;LA REFORMA;APIAY;7,64;0,83;2,59;9,94;3,07;1,31;3,98;9,39;11,31;10,71;8,43;5,68;74,88;
2013;ANTIOQUIA;YONDO;ECOPETROL S.A.;LA ROMPIDA;LA ROMPIDA;0;0;0;0;0;0;0;0;53,23333333;22,96774194;0;0;76,20107527;
2022;META;CABUYARO;ONGC VIDESH LIMITED SUCURSAL COLOMBIANA;LA URRACA;CPO 5;0;0;0;0;13,01;169,52;75,66;174,07;165,43;120,45;132,5;134,29;984,93;
2023;META;CABUYARO;ONGC VIDESH LIMITED SUCURSAL COLOMBIANA;LA URRACA;CPO 5;109,21;63,85;2,91;0;0;0;0;17,88;34,48;0;0;0;228,33;
2013;CASANARE;OROCUE;CANACOL ENERGY COLOMBIA S.A.;LABRADOR;LLANOS 23;1490,1;1453,57;1395,1;1351,43;1910,71;3242,9;3153,45;3630,03;3729,2;3852,68;4476,9;5000,9;34686,97;
2013;CASANARE;SAN LUIS DE PALENQUE;CANACOL ENERGY COLOMBIA S.A.;LABRADOR;LLANOS 23;0;0;0;0;0;0;825,52;0;0;0;0;0;825,52;
2014;CASANARE;OROCUE;Canacol Energy Colombia S.A.;LABRADOR;LLANOS 23;3896,935484;3488,285714;3083,612903;2700,8;2477,354839;3022,033333;3035,258065;2860,612903;2677,8;2448,322581;2222,13;2245,58;34158,72582;
2015;CASANARE;OROCUE;CANACOL ENERGY COLOMBIA SAS;LABRADOR;LLA 23;2004,94;1878,25;0;0;0;0;0;0;0;0;0;0;3883,19;
2015;CASANARE;OROCUE;CEPSA COLOMBIA S.A.;LABRADOR;LLA 23;0;0;0;0;0;0;3381,1;3032,48;0;0;0;0;6413,58;
2015;CASANARE;OROCUE;CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA;LABRADOR;LLA 23;0;0;1757,94;1688,83;1712,13;2269,8;0;0;2667,1;2478,29;2241,27;1787,29;16602,65;
2016; CASANARE ; OROCUE ; CNE OIL AND GAS S.A.S ; LABRADOR ; LLANOS 23 ;1757,354839;1660,241379;1400,064516;1242,133333;1162,451613;1150,566667;1127,387097;1070,612903;1047,333333;1037,548387;985,6333333;926,9677419;14568,29514;
2017;CASANARE;OROCUE;CNE OIL & GAS S.A.S;LABRADOR;LLANOS 23;1026,580645;1020,642857;949,7419355;892,6666667;884,1935484;812,2003333;790,73;750,2864516;760,677;746,7116129;721,2946667;716,1519355;10071,87765;
2018;CASANARE;OROCUE;CARRAO ENERGY S.A. SUCURSAL COLOMIBA;LABRADOR;LLA 23;0;0;0;0;0;0;0;0;0;630,2987097;623,632;607,8103226;1861,741032;
2018;CASANARE;OROCUE;CNE OIL & GAS S.A.S.;LABRADOR;LLA 23;721,6435484;704,0932143;708,906129;701,8276667;706,6177419;674,7663333;660,7929032;646,6448387;640,8613333;0;0;0;6166,153709;
2020;CASANARE;OROCUE;CARRAO ENERGY S.A. SUCURSAL COLOMBIA;LABRADOR;LLA 23;381,78;390,4;384,15;157,32;314,08;304,69;26,58;2,11;1,54;2,31;0;0;1964,96;
2020;CASANARE;OROCUE;COLOMBIA ENERGY DEVELOPMENT CO;LABRADOR;LLA 23;0;0;0;0;0;0;0;0;0;0;0;2,94;2,94;
2021;CASANARE;OROCUE;COLOMBIA ENERGY DEVELOPMENT CO;LABRADOR;LLA 23;0;3,6;267,05;513,86;584,13;771,42;786,39;744,93;741,43;750,79;729,51;718,63;6611,74;
2022;CASANARE;OROCUE;COLOMBIA ENERGY DEVELOPMENT CO ;LABRADOR;LLA 23;752,16;635,72;643,25;632,69;606,37;610,83;597,72;559,24;522,07;501,17;463,75;430,84;6955,81;
2023;CASANARE;OROCUE;COLOMBIA ENERGY DEVELOPMENT CO;LABRADOR;LLA 23;419,23;407,82;419,04;332,28;338,68;365,79;392,29;371,21;377,78;367,58;348,03;327,28;4467,01;
2014;CASANARE;YOPAL;PACIFIC STRATUS ENERGY COLOMBIA CORP;LANGUR;LLA 19;0;0;0;0;0;0;0;0;0;0;0;298,42;298,42;
2015;CASANARE;YOPAL;PACIFIC STRATUS ENERGY;LANGUR;LLANOS 19;521,9354839;167,0357143;70,51612903;390,5333333;358,1935484;329,1666667;271,6451613;225,9032258;94,8;0;0;0;2429,729263;
2016; CASANARE ; YOPAL ; PACIFIC STRATUS ENERGY COLOMBIA CORP ; LANGUR ; LLANOS 19 ;0;0,862068966;0;0;0;0;0;0;0;0;0;0;0,862068966;
2014;META;PUERTO LLERAS;PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA;LAPON;RIO ARIARI;0;0;0;0;0;0;0;0;0;0;0;1,13;1,13;
2015;META;PUERTO LLERAS;PETROMINERALES COLOMBIA LTD;LAPON;RIO ARIARI;2,290322581;0;0;0;0;0;0;0;0;0;0;0;2,290322581;
2017;META;PUERTO LLERAS;FRONTERA ENERGY;LAPON;RIO ARIARI;0;0;0;0;0;0;3,51483871;17,13419355;0;0;0;0;20,64903226;
2013;CASANARE;YOPAL;EMERALD ENERGY PLC SUCURSAL COLOMBIA;LAS ACACIAS;CAMPO RICO;218,9354839;208,3214286;190;153,4333333;134,6451613;184,9666667;163,2903226;177,7419355;158,7666667;144,1935484;143,9666667;133,4516129;2011,712826;
2014;CASANARE;YOPAL;EMERALD ENERGY  DE COLOMBIA PLC;LAS ACACIAS;CAMPO RICO;120,6774194;115;109,4516129;98,86666667;109,9677419;97,5;82,64516129;87,22580645;83,8;88;83,63;76,77;1153,534409;
2015;CASANARE;YOPAL;EMERALD ENERGY  DE COLOMBIA PLC;LAS ACACIAS;CAMPO RICO;67,29032258;57,75;50,09677419;50;55,19354839;62,36666667;51,41935484;36,03225806;34,73333333;21,77419355;36,4;5,161290323;528,2177419;
