Año;Departamento;Municipio;Operadora;Campo;Contrato;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;Total;
2023;CASANARE;TRINIDAD;LEWIS ENERGY COLOMBIA INC;PRIMAVERA;GUACHIRIA;24,73;25,17;24,54;22,08;23,31;22,76;23,42;22,91;21;18,82;16,9;15,42;261,06;
2014;SANTANDER;BARRANCABERMEJA;ECOPETROL S.A.;PROMETEO;VMM 1;0;0;0;0;0;0;0;0;0;0;8,27;0,68;8,95;
2015;CASANARE;PUERTO GAITAN;META PETROLEUM;PROSPECTO C;QUIFA;117,903;173,96;72,67;0;0;0;0;0;0;0;0;0;364,533;
2013;META;PUERTO GAITAN;META PETROLEUM CORP.;PROSPECTO D;QUIFA;0;0;0;0;0;0;0;0;0;0;0;9,322580645;9,322580645;
2014;META;PUERTO GAITAN;META PETROLEUM;PROSPECTO D;QUIFA;40,41935484;35,53571429;17,16129032;24,83333333;33,22580645;30,13333333;29,25806452;27,16129032;30,23333333;35,29032258;29,27;3,13;335,6518433;
2013;META;PUERTO GAITAN;META PETROLEUM CORP.;PROSPECTO S;QUIFA;0;0;0;0;0;0;0;0;0;10,22580645;0;11,96774194;22,19354839;
2014;META;PUERTO GAITAN;META PETROLEUM;PROSPECTO S;QUIFA;20,25806452;19,28571429;13,22580645;18,23333333;8,741935484;1,6;0;13,16129032;13,9;13,74193548;11,8;5,45;139,3980799;
2013;SANTANDER;SABANA DE TORRES;ECOPETROL S.A.;PROVINCIA;PROVINCIA P SUR;2556,064516;2653,392857;2422,935484;2912,6;2936,129032;2924,433333;2842,548387;3110,290323;3239,7;3314,516129;3696,766667;4344,83871;36954,21544;
2014;SANTANDER;SABANA DE TORRES;ECOPETROL;PROVINCIA;PROVINCIA P SUR;4241,548387;4292,035714;3998,096774;3963,333333;3839,645161;3346,466667;3239,935484;3299,129032;2928,566667;3075,967742;3117,63;3598,97;42941,32496;
2015;SANTANDER;SABANA DE TORRES;ECOPETROL;PROVINCIA;PROVINCIA;3621,645161;3834,535714;4548,451613;4671,333333;4712,16129;4794,233333;4974,290323;4752,903226;4680,066667;4492,451613;4558,066667;4256,419355;53896,55829;
2016; SANTANDER ; SABANA DE TORRES ; ECOPETROL ; PROVINCIA ; PROVINCIA ;4092,645161;3663,862069;3478;3322,766667;3128,548387;3125,733333;2936,225806;2828,903226;2754,133333;3035,096774;3282;2989,419355;38637,33411;
2017;SANTANDER;SABANA DE TORRES;ECOPETROL S.A.;PROVINCIA;PROVINCIA P-SUR;3509,225806;3230,75;3044,387097;2987,5;2906,645161;2999,177;2985,046452;2791,075484;2774,809667;2694,492581;2601,005333;2576,342903;35100,45748;
2018;SANTANDER;SABANA DE TORRES;ECOPETROL S.A.;PROVINCIA;PROVINCIA P SUR;2574,96871;2529,728214;2300,802581;2434,458;2688,828065;2744,549333;2383,566774;2529,506774;2800,370667;2408,199355;2721,537333;2588,554194;30705,07;
2020;SANTANDER;SABANA DE TORRES;ECOPETROL S.A.;PROVINCIA;PROVINCIA P SUR;2200,62;2023,66;2184,12;2084,35;2178,29;2103,86;2127,25;2145,98;2052,54;1880,21;1873,41;1791,43;24645,72;
2021;SANTANDER;SABANA DE TORRES;ECOPETROL S.A.;PROVINCIA;PROVINCIA P SUR;1874,29;1972,43;2053,42;1980;1920,56;1765,58;1821,3;1862,41;1832,47;1763,45;1828,94;1723,41;22398,26;
2022;SANTANDER;SABANA DE TORRES;ECOPETROL S.A.;PROVINCIA;PROVINCIA P SUR;1702,9;1667,79;1606,76;1637,63;1654,84;1638,65;1687,81;1741,72;1654,78;1655,97;1863,79;1859,21;20371,85;
2023;SANTANDER;SABANA DE TORRES;ECOPETROL S.A.;PROVINCIA;PROVINCIA P SUR;1737,72;1862,55;1845,86;1780,94;1718,25;1703,15;1689,68;1716,08;1724,85;1708,09;1671,33;1711,44;20869,94;
2019;SANTANDER;RIONEGRO;ECOPETROL S.A.;PROVINCIA P NORTE;BONANZA;1643,81;1708,38;1686,33;1654,02;1582,87;1580,37;1691,1;1823,77;1708,96;1732,55;1708,09;1697,25;20217,5;
2019;SANTANDER;SABANA DE TORRES;ECOPETROL S.A.;PROVINCIA P SUR;PROVINCIA;2570,41;2299,44;2493,62;2314,38;2156,82;2369,25;2300,52;2278,77;2195,1;2050,44;2169,45;2110,99;27309,19;
2013;META;PUERTO GAITAN;TECPETROL COLOMBIA S.A.S.;PUERTO GAITAN;CPO-6;94,38709677;0;0;0;0;0;0;0;0;0;0;0;94,38709677;
2014;META;PUERTO GAITAN;Tecpetrol Colombia S.A.S.;PUERTO GAITAN;CPO-6;0;0;0;0;12,03225806;82,33333333;0;0;132;368,5806452;283;154,94;1032,886237;
2013;CUNDINAMARCA;PULI;INTEROIL COLOMBIA E&P;PULI;PULI;125,0967742;91,25;136,516129;107,8666667;121,9354839;138,3333333;146,2903226;124,483871;122,6;84,39;67,23;10,52;1276,512581;
2014;CUNDINAMARCA;PULI;ECOPETROL ALTO MAGDALENA;PULI;PULI;77,03225806;117,6428571;147,7741935;136,3;122,3548387;132,9666667;133,5806452;106,483871;129,4;132,0967742;84,6;75,16;1395,392104;
2015;CUNDINAMARCA;PULI;ECOPETROL;PULI;PULI ;74,16129032;39,03571429;61,64516129;119,2;123,3225806;122,2333333;115,1290323;85,5483871;82,53333333;73,74193548;0;0;896,550768;
2015;CUNDINAMARCA;PULI;HOCOL S.A.;PULI;PULI ;0;0;0;0;0;0;0;0;0;0;67,46666667;63,03225806;130,4989247;
2016; CUNDINAMARCA ; PULI ; HOCOL S.A. ; PULI ; PULI HOCOL ;30,32258065;7,103448276;6,741935484;0,866666667;0;0;0;0;0;0;118,8333333;130,7419355;294,6098999;
2017;CUNDINAMARCA;PULI;HOCOL S.A.;PULI;PULI ;126,7096774;119,6428571;96,29032258;60,63333333;61,06451613;50,3;56,67741935;55,70967742;65,3;86,70612903;85,56466667;51,03225806;915,6308571;
2018;CUNDINAMARCA;PULI;HOCOL S.A.;PULI;PULI;0;0;41,12903226;102,9333333;109,2580645;104,206;107,7419355;106,716129;91,22666667;53,90935484;48,91;52,01967742;818,0501935;
2019;CUNDINAMARCA;PULI;HOCOL S.A.;PULI;PULI;53,41;83;49,65;52,36;54,72;47,62;55,56;55,37;96,26;112,22;54,79;51,68;766,64;
2019;TOLIMA;PIEDRAS;HOCOL S.A.;PULI;TOQUI TOQUI;410,67;419,34;446,26;434;441,68;432,9;384,27;335,54;311,63;396,87;391,42;371,7;4776,28;
2020;CUNDINAMARCA;PULI;HOCOL S.A.;PULI;PULI;53,38;52,94;53,48;53,54;0;0;0;0;0;0;0;0;213,34;
2021;CASANARE;SAN LUIS DE PALENQUE;COLOMBIA ENERGY DEVELOPMENT CO;PUMARA;LLA 23;0;0;0;0;0;0;0;0;0;55,186;317,21733;132,0077;504,41103;
2022;CASANARE;SAN LUIS DE PALENQUE;COLOMBIA ENERGY DEVELOPMENT CO ;Pumara;LLA 23;102,98;91,46;82,14;79,29;77,42;74,89;69,71;64,75;59,37;57,54;54,88;54,3;868,73;
2023;CASANARE;SAN LUIS DE PALENQUE;COLOMBIA ENERGY DEVELOPMENT CO;Pumara;LLA 23;48,59;55;55,32;115,98;616,36;682,08;873,89;861,26;853,81;749,72;756,67;677,8;6346,48;
2019;CASANARE;MANI;CEPSA COLOMBIA S.A.;PUNTERO;MANATUS;115,3;166,85;174,94;0;0;0;0;0;0;0;0;76,55;533,64;
2019;CASANARE;MANI;CEPSA COLOMBIA S.A.;PUNTERO;ONCA;318,66;293,64;288,86;0;0;0;0;0;0;0;0;227,43;1128,59;
2013;TOLIMA;PURIFICACION;PETROBRAS COLOMBIA LIMITED;PURIFICACION;ESPINAL;75,74;74,36;72,64516129;88,13333333;70,96774194;67,26666667;68,58064516;67,83870968;67,43333333;66,90322581;66,4;67,48387097;853,7526882;
2014;TOLIMA;PURIFICACION;PERENCO COLOMBIA LIMITED;PURIFICACION;ESPINAL;0;0;0;0;0;0;48,03225806;47,64516129;60,6;142,7741935;146,57;143,81;589,4316129;
2014;TOLIMA;PURIFICACION;PETROBRAS COLOMBIA LIMITED;PURIFICACION;ESPINAL;67,19354839;66,96428571;56,48387097;65,03333333;57,90322581;45,73333333;0;0;0;0;0;0;359,3115975;
2015;TOLIMA;PURIFICACION;HOCOL S.A.;PURIFICACION;ESPINAL;0;0;0;0;0;0;0;0;0;58,22580645;148,3333333;147,7741935;354,3333333;
2015;TOLIMA;PURIFICACION;ECOPETROL;PURIFICACION;ESPINAL;143,2903226;161;164,6774194;175,7333333;163,1612903;160,3666667;167,1935484;162,0645161;159,1666667;95,22580645;0;0;1551,87957;
2016; TOLIMA ; PURIFICACION ; HOCOL S.A. ; PURIFICACION ; ESPINAL - HOCOL ;148,1612903;146,5517241;148,8709677;147,3333333;147,0645161;144,6;142,8064516;145,5806452;145,7;144,3870968;137,1333333;136,4193548;1734,608713;
2017;TOLIMA;PURIFICACION;HOCOL S.A.;PURIFICACION;ESPINAL  ;129,6451613;126,75;124,2258065;121,5;120,7419355;122,4333333;117,516129;115,3870968;115,8333333;116,3870968;516,2666667;661,9677419;2388,654301;
2018;TOLIMA;PURIFICACION;HOCOL S.A.;PURIFICACION;ESPINAL;504,7419355;392,8928571;337,2580645;299,5;267,7419355;237,8;221,1335484;220,36;207,9136667;202,7445161;195,3466667;194,82;3282,25319;
2020;TOLIMA;PURIFICACION;HOCOL S.A.;PURIFICACION;ESPINAL;52,02;50,97;51,14;51,94;21,91;0;0;0;0;0;0;0;227,98;
2021;TOLIMA;PURIFICACION;HOCOL S.A.;PURIFICACION;ESPINAL;0;0;0;0;0;0;0;19,76;57,49;189,01;193,54;177,4;637,2;
2022;TOLIMA;PURIFICACION;HOCOL S.A.;PURIFICACION;ESPINAL;168,99;158,28;155,5;151,54;146,82;141,19;137,84;119,31;100,19;98,35;92,34;83,15;1553,5;
2023;TOLIMA;PURIFICACION;HOCOL S.A.;PURIFICACION;ESPINAL;80,04;77,89;78;77,82;76,81;72,08;88,25;87,98;85,43;80,44;77,38;75,43;957,55;
2019;PUTUMAYO;VILLAGARZON;GRAN TIERRA ENERGY COLOMBIA LTD;PUT 1;VONU;300,37;303,47;302,48;463,91;685,31;614,01;547,32;512,5;465,54;433,33;413,66;428,95;5470,85;
2019;PUTUMAYO;PUERTO ASIS;GRAN TIERRA ENERGY COLOMBIA LTD;PUT-7;CUMPLIDOR;728,77;711,77;455,29;314,26;217,98;307,99;708,81;528,62;634,45;741,2;673,35;683,5;6705,99;
2019;PUTUMAYO;VALLE DEL GUAMUEZ;GRAN TIERRA ENERGY COLOMBIA LTD;PUT-7;PECARI;0;0;0;0;8,87;50,16;61,79;55,95;45,86;37,69;34,48;25,87;320,67;
2019;PUTUMAYO;VALLE DEL GUAMUEZ;GRAN TIERRA ENERGY COLOMBIA LTD;PUT-7;POMORROSO;134,95;92,61;91,95;118,89;75,69;43,67;53,59;46,87;42,08;38,13;37,76;10,61;786,8;
2013;SANTANDER;BARRANCABERMEJA;CONSORCIO CAMPOS DE PRODUCCION;QUEBRADA ROJA;QUEBRADA ROJA;0;0,214285714;0;0;0;0,066666667;0;0;0;0,064516129;0;0;0,34546851;
2014;SANTANDER;BARRANCABERMEJA;CONSORCIO CAMPOS DE PRODUCCION;QUEBRADA ROJA;Quebrada Roja;0,064516129;0;0;0;0;0,066666667;0;0;0;0;0;0;0,131182796;
2015;SANTANDER;BARRANCABERMEJA;CONSORCIO CAMPOS DE PRODUCCION;QUEBRADA ROJA;QUEBRADA ROJA;0;0,071428571;0;0,066666667;0;0,066666667;0;0,064516129;0;0,064516129;0;0,064516129;0,398310292;
2016; SANTANDER ; BARRANCABERMEJA ; CONSORCIO CAMPOS DE PRODUCCION - CCP ; QUEBRADA ROJA ; QUEBRADA ROJA ;0;0;0,064516129;0;0;0,066666667;0;0;0;0;0;0;0,131182796;
2013;CESAR;RIO DE ORO;PETROLEOS DEL NORTE S.A.;QUERUBIN;TISQUIRAMA-B;145,9354839;146,5357143;134,8064516;154,5;129,0967742;89,5;137,0645161;113,6129032;108,4;113,6774194;88,93333333;60,16129032;1422,223886;
2014;CESAR;RIO DE ORO;PETROLEOS DEL NORTE S.A;QUERUBIN;Tisquirama  B;56,41935484;85,28571429;97,87096774;99,4;95;93,63333333;93,41935484;97,64516129;87,4;78,19354839;88,33;85,87;1058,467435;
2015;CESAR;RIO DE ORO;PETROLEOS DEL NORTE S.A;QUERUBIN;TISQUIRAMA  B;91,25806452;84,78571429;85,80645161;87,13333333;87,29032258;82,83333333;87,22580645;86,12903226;84,6;79,64516129;60,93333333;88,70967742;1006,35023;
2016; CESAR ; RIO DE ORO ; PETROLEOS DEL NORTE S.A ; QUERUBIN ; TISQUIRAMA B ;93,06451613;88,06896552;77,96774194;74,9;89,03225806;88;89,32258065;88,48387097;89,86666667;63,38709677;39,76666667;38,58064516;920,4410085;
2017;CESAR;RIO DE ORO;PETROLEOS DEL NORTE S.A;QUERUBIN;TISQUIRAMA B;39,09677419;38,42857143;138,5806452;142,7333333;82,07193548;80,577;79,10129032;81,72032258;83,078;78,84677419;79,13866667;80,47387097;1003,847184;
2018;CESAR;RIO DE ORO;PETROLEOS DEL NORTE S.A;QUERUBIN;TISQUIRAMA B;77,27387097;78,42142857;72,63516129;82,24166667;129,6758065;114,5256667;86,52645161;32,56612903;33,527;35,06064516;19,40433333;0;761,8581598;
2018;CESAR;RIO DE ORO;GRAN TIERRA ENERGY COLOMBIA LTD;QUERUBIN;TISQUIRAMA B;0;0;0;0;0;0;0;0;0;0;0;33,67290323;33,67290323;
2020;CESAR;RIO DE ORO;GRAN TIERRA ENERGY COLOMBIA LTD;QUERUBIN;TISQUIRAMA;85,61;72,19;42,94;0;0;0;0;0;53,13;104,41;100,88;101,28;560,44;
2021;CESAR;RIO DE ORO;GRAN TIERRA ENERGY COLOMBIA, LLC;QUERUBIN;TISQUIRAMA B;93,77;97,42;79,64;93,17;98,12;95,04;101,02;35,71;0;0;56,36;104,49;854,74;
2022;CESAR;RIO DE ORO;GRAN TIERRA ENERGY COLOMBIA, LLC;QUERUBIN;TISQUIRAMA B;104,23;109,61;103,7;101,03;28,78;32;64,77;102,07;109,94;96,79;92,04;77,77;1022,73;
2023;CESAR;RIO DE ORO;GRAN TIERRA ENERGY COLOMBIA, LLC;QUERUBIN;TISQUIRAMA B;72,7;86,67;47,9;42,29;0;0;0;0;0;0;0;0;249,56;
2013;META;PUERTO GAITAN;META PETROLEUM CORP.;QUIFA;QUIFA;53956,70968;54109,92857;54165,90323;55109,66667;54100,09677;54844,16667;53541,03226;56875,06452;57628,16667;55980,03226;54974,93333;55075,83871;660361,5393;
2014;META;PUERTO GAITAN;META PETROLEUM;QUIFA;QUIFA;53208,67742;53991,17857;52738,83871;53703,33333;54182,19355;55948,66667;56540,22581;58026,19355;59761,6;60118,22581;60449,77;60067,23;678736,1334;
2015;META;PUERTO GAITAN;META PETROLEUM;QUIFA;QUIFA;59511,09677;57219,39286;56686,35484;57131,9;56438,90323;54997,53333;54290,22581;55443,80645;55814,66667;56434,87097;55615,4;54834,90323;674419,0541;
2016; META ; PUERTO GAITAN ; META PETROLEUM CORP ; QUIFA ; QUIFA ;52774,06452;51171,44828;50492,83871;50019,73333;49357,70968;47750,1;46727,77419;45203,77419;42802;38571,64516;41338,93333;42470,80645;558680,8278;
2017;META;PUERTO GAITAN;META PETROLEUM CORP;QUIFA;QUIFA;44243,67742;46949,57143;47356,45161;46414,03333;45152,01129;45138,81833;43981,81839;42984,60129;42940,247;42970,17419;43581,409;45416,22806;537129,0414;
2018;META;PUERTO GAITAN;FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA;QUIFA;QUIFA;44238,45258;44665,88393;44571,67387;43311,82333;42407,9329;43765,63133;43484,64194;42923,54742;44250,764;43768,10258;44582,86133;44613,31226;526584,6275;
2019;META;PUERTO GAITAN;Frontera Energy Colombia Corp Sucursal Colombia;QUIFA;CAJUA;2867,88;2737,21;2658,33;2796,62;2804,17;2782,1;2751,73;2532,76;2696,12;2617,54;2568,92;537,03;30350,41;
2019;META;PUERTO GAITAN;Frontera Energy Colombia Corp Sucursal Colombia;QUIFA;JASPE;43,55;30,92;0;0;0;0;0;0;0;0;0;0;74,47;
2019;META;PUERTO GAITAN;Frontera Energy Colombia Corp Sucursal Colombia;QUIFA;QUIFA;45919,09;45394,48;44763,58;46508,76;48917,03;49355,29;48388,99;49150,07;49977,25;49460,56;46418,59;45628,63;569882,32;
2020;META;PUERTO GAITAN;Frontera Energy Colombia Corp Sucursal Colombia;QUIFA;QUIFA;44865,72;44129,15;42606,43;39419,34;33877,93;33967,21;33640,95;32276,94;30241,7;28553,57;28391,84;29032,67;421003,45;
2021;META;PUERTO GAITAN;Frontera Energy Colombia Corp Sucursal Colombia;QUIFA;QUIFA;28760,55;28895,34;26562;22781,64;22510,29;21460,83;21668,44;22886,19;23477,05;24568,86;25324,81;24858,3;293754,3;
2022;META;PUERTO GAITAN;Frontera Energy Colombia Corp Sucursal Colombia;QUIFA;QUIFA;24078,26;24946,95;26337,46;26046,46;25930,43;25708,37;24393,2;24116,72;23630,84;24295,1;25771,73;26710,66;301966,18;
2023;META;PUERTO GAITAN;FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA;QUIFA;QUIFA;26332,66;23097,22;26127,01;26138,08;26572,22;26504,23;26424,85;25941,19;25489,37;24155,01;24157,09;24108,94;305047,87;
2013;PUTUMAYO;PUERTO ASIS;ECOPETROL S.A.;QUILILI;ORITO;209,2258065;96,42857143;0;13,23333333;180,1290323;259,8333333;312,7741935;248,6451613;183,7666667;253,3870968;290,1;309,483871;2357,007066;
2014;PUTUMAYO;PUERTO ASIS;ECOPETROL D. SUR;QUILILI;ORITO;325,6451613;286,25;273,6451613;230,5333333;195,5806452;14,53333333;246;283,6774194;266,4333333;284,4193548;263,3;251,61;2921,627742;
2015;PUTUMAYO;PUERTO ASIS;ECOPETROL;QUILILI;ORITO;267,3870968;273,9285714;263,4516129;277,8666667;281,7741935;192,2;225;247;276,7;315,6129032;291,4333333;287,1290323;3199,48341;
2016; PUTUMAYO ; PUERTO ASIS ; ECOPETROL ; QUILILI ; ORITO ;266,0967742;264,2413793;271,9032258;258,9666667;257,7419355;245,6;233,6774194;221,2903226;218,6666667;219,6774194;213,3666667;220,4193548;2891,647831;
2017;PUTUMAYO;PUERTO ASIS;ECOPETROL S.A.;QUILILI;ORITO;210,8709677;208,1428571;209,6774194;140,8666667;167,5483871;273,0403333;294,3012903;292,8606452;274,1996667;120,836129;113,3246667;244,2709677;2549,939997;
2018;PUTUMAYO;PUERTO ASIS;ECOPETROL S.A.;QUILILI;ORITO;255,9432258;239,5010714;217,2203226;219,8993333;221,2590323;231,79;226,8583871;219,9267742;215,6066667;123,3645161;0;0;2171,369329;
2021;PUTUMAYO;PUERTO ASIS;ECOPETROL S.A.;QUILILI;NORORIENTE;0;0;0;0;0;0;0;0;0;3,88;0;0;3,88;
2013;PUTUMAYO;PUERTO ASIS;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S;QUILLACINGA;SURORIENTE;2069,16129;1818,964286;1363,032258;2057,366667;1963,677419;2046,9;1912,032258;1216,806452;1118,933333;1629,290323;2147,833333;2034,612903;21378,61052;
2014;PUTUMAYO;PUERTO ASIS;PETROTESTING  COLOMBIA S.A.;QUILLACINGA;SURORIENTE;1887,806452;1365,285714;1095,806452;1990,3;285,2903226;832,6;286,6774194;0;375,6333333;1810,096774;2060,97;2206,45;14196,91647;
2015;PUTUMAYO;PUERTO ASIS;PETROTESTING  COLOMBIA S.A.;QUILLACINGA;SURORIENTE;2187,870968;2241,678571;2088,290323;2038,933333;2043,580645;951,3333333;0;0;0;0;0;0;11551,68717;
2015;PUTUMAYO;PUERTO ASIS;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.;QUILLACINGA;SURORIENTE;0;0;0;0;0;0;1405,516129;1466,967742;1436,4;996,8064516;1170,833333;1213,290323;7689,813978;
2016; PUTUMAYO ; PUERTO ASIS ; VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A. ; QUILLACINGA ; CPI SUR ORIENTE ;725,4516129;437,6551724;1037,387097;1172,1;1027,580645;842,2666667;504,9677419;145,4193548;782,6333333;844,4193548;877,5;836,9032258;9234,284205;
2017;PUTUMAYO;PUERTO ASIS;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.;QUILLACINGA;CPI SUR ORIENTE;934,3870968;897,6071429;944,9354839;891,1666667;792,8709677;766,6413333;774,5716129;763,8809677;682,4163333;991,0751613;670,367;693,3587097;9803,278476;
2018;PUTUMAYO;PUERTO ASIS;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.;QUILLACINGA;SURORIENTE;783,1112903;756,1525;810,5083871;965,5346667;1055,142581;989,563;1028,443871;927,2693548;728,9853333;886,4316129;825,8696667;489,1387097;10246,15097;
2020;PUTUMAYO;PUERTO ASIS;GRAN TIERRA ENERGY COLOMBIA LTD;QUILLACINGA;SURORIENTE;0;0;0;0;0;0;0;0;0;46,48;216,2;256,71;519,39;
2020;PUTUMAYO;PUERTO ASIS;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S. ;QUILLACINGA;SURORIENTE;811,86;389,7;0;21,82;0;0;0;0;0;0;0;0;1223,38;
2021;PUTUMAYO;PUERTO ASIS;GRAN TIERRA ENERGY COLOMBIA, LLC;QUILLACINGA;SURORIENTE;273,26;156,64;251,11;258,35;55,1;5,4;418,47;428;498,06;373,9;325,78;453,23;3497,3;
2022;PUTUMAYO;PUERTO ASIS;GRAN TIERRA ENERGY COLOMBIA, LLC;QUILLACINGA;SURORIENTE;382,75;506,04;405,03;495,63;243,12;213,07;194,39;304,09;183,05;475,27;496,71;457,89;4357,04;
2023;PUTUMAYO;PUERTO ASIS;GRAN TIERRA ENERGY COLOMBIA, LLC;QUILLACINGA;SURORIENTE;509,74;568,67;665,78;642,37;496,95;448,14;640,03;667,38;646,11;623,2;641,83;732,61;7282,81;
2013;TOLIMA;CHAPARRAL;ECOPETROL S.A.;QUIMBAYA;ORTEGA;0;240,11;216,52;204,3;0;199,97;0;0;185,43;0;182,07;0;1228,4;
2013;TOLIMA;ORTEGA;ECOPETROL S.A.;QUIMBAYA;ORTEGA;267,97;0;0;0;196,52;0;183,23;189,58;0;184,77;0;185,52;1207,59;
2014;TOLIMA;CHAPARRAL;ECOPETROL ALTO MAGDALENA;QUIMBAYA;ORTEGA;0;0;167,0967742;160,1;160,0322581;0;140,2580645;118,516129;163,2333333;160,3548387;160,93;161,1;1391,621398;
2014;TOLIMA;ORTEGA;ECOPETROL ALTO MAGDALENA;QUIMBAYA;ORTEGA;185,1935484;180,6071429;0;0;0;168;0;0;0;0;0;0;533,8006912;
2015;TOLIMA;CHAPARRAL;ECOPETROL;QUIMBAYA;ORTEGA;147,516129;157,9642857;151,9677419;105,2;57,38709677;0;0;0;0;0;0;0;620,0352535;
2014;PUTUMAYO;PUERTO ASIS;PETROTESTING  COLOMBIA S.A.;QUINDE;SURORIENTE;254,2258065;1518,178571;2636,322581;2694,966667;3823,741935;4451,933333;2020,16129;7190,903226;4049,1;2809,096774;3768,93;3640,06;38857,62018;
2015;PUTUMAYO;PUERTO ASIS;PETROTESTING  COLOMBIA S.A.;QUINDE;SURORIENTE;3214,064516;2796,357143;1755,935484;1846,266667;1446,290323;1376,1;1387,774194;0;0;0;0;0;13822,78833;
2015;PUTUMAYO;PUERTO ASIS;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.;QUINDE;SURORIENTE;0;0;0;0;0;0;0;1255,645161;1055,033333;981,0322581;1200,4;1208,096774;5700,207527;
2016; PUTUMAYO ; PUERTO ASIS ; VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A. ; QUINDE ; CPI SUR ORIENTE ;1129,935484;1021,034483;1303,354839;1171,7;902,8064516;0;0;0;0;593,7419355;1044,333333;908,8709677;8075,777494;
2017;PUTUMAYO;PUERTO ASIS;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.;QUINDE;CPI SUR ORIENTE;1017,612903;1018,857143;897,4516129;820,0666667;809,6774194;812,8536667;829,1216129;828,933871;880,323;852,0390323;672,0303333;797,833871;10236,80113;
2018;PUTUMAYO;PUERTO ASIS;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.;QUINDE;SURORIENTE;721,2125806;681,2435714;654,1722581;539,5933333;504,533871;456,2656667;739,3751613;681,94;617,361;567,7006452;532,7763333;492,472129;7188,64655;
2020;PUTUMAYO;PUERTO ASIS;VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S. ;QUINDE;SURORIENTE;298,1;229,94;174,01;3,47;0;0;0;0;0;0;0;0;705,52;
2021;PUTUMAYO;PUERTO ASIS;GRAN TIERRA ENERGY COLOMBIA, LLC;QUINDE;SURORIENTE;0;158,02;404,15;429,42;77,1;15,9;430,73;422,55;427,2;272,61;400,63;447,01;3485,32;
2022;PUTUMAYO;PUERTO ASIS;GRAN TIERRA ENERGY COLOMBIA, LLC;QUINDE;SURORIENTE;453,2;446,65;363,06;416,36;401,31;348,56;282,08;288,22;348,75;367,9;376,33;359,31;4451,73;
2023;PUTUMAYO;PUERTO ASIS;GRAN TIERRA ENERGY COLOMBIA, LLC;QUINDE;SURORIENTE;351,54;346,94;332,77;340,9;281,4;254,82;246,64;252,56;223,55;215,05;204,99;176,03;3227,19;
2015;PUTUMAYO;ORITO;ECOPETROL;QUIRIYANA;AREA OCCIDENTAL;0;0;7,935483871;46,3;27,48387097;26,5;14,12903226;0;0;0;0;0;122,3483871;
2013;PUTUMAYO;ORITO;ECOPETROL S.A.;QURIYANA;AREA OCCIDENTAL;137,3870968;56,96428571;0;0;0;0;0;0,064516129;45,83333333;65,09677419;0;0;305,3460061;
2020;PUTUMAYO;ORITO;ECOPETROL S.A.;QURIYANA;AREA OCCIDENTAL;0;0;0;0;0;0;0;0;0;13,7;0;54,19;67,89;
2021;PUTUMAYO;ORITO;ECOPETROL S.A.;QURIYANA;AREA OCCIDENTAL;0;156,09;626,04;584,77;132,57;223,65;583,35;551,09;515,27;505,36;485,12;474,36;4837,67;
2022;PUTUMAYO;ORITO;ECOPETROL S.A.;QURIYANA;AREA OCCIDENTAL;395,51;412,26;392,77;270,81;326,93;522,22;535,6;504,71;512,77;749,16;710,58;698,35;6031,67;
2023;PUTUMAYO;ORITO;ECOPETROL S.A.;QURIYANA;AREA OCCIDENTAL;684,08;685,65;619,95;629;598,93;563,46;415,48;466,16;852,62;775,59;752,08;711,78;7754,78;
2013;CASANARE;AGUAZUL;CEPCOLSA;RAMIRIQUI;LLANOS-22;0;0;0;244,8666667;1025,032258;559,8666667;991,0645161;930,9032258;898,4;917,1935484;897,7;1017,903226;7482,930108;
2014;CASANARE;AGUAZUL;CEPSA COLOMBIA S.A. - CEPCOLSA;RAMIRIQUI;LLANOS 22;1097,903226;1570,642857;1611,483871;1521,833333;1466,709677;1456,433333;1324,354839;1449;1467,433333;1490,16129;1487,7;1483,03;17426,68576;
2015;CASANARE;AGUAZUL;CEPSA COLOMBIA S.A.;RAMIRIQUI;LLANOS 22;1470,580645;1463,642857;1406,290323;1653,1;1706,741935;1734,166667;1720,774194;1702,83871;1664,866667;1713,516129;1614,633333;1586,096774;19437,24823;
2016; CASANARE ; AGUAZUL ; CEPSA COLOMBIA S.A. ; RAMIRIQUI ; LLANOS 22 ;1587,967742;1661,344828;1762,451613;2564,8;1943,096774;1619,8;1616,290323;1920,580645;1926,533333;2303,258065;2278,466667;2191,548387;23376,13838;
